time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2010-10-20T23:01:54.800Z,31.399,-116.024,8,4.3,mwr,126,166.6,,,us,usp000hnbm,2016-03-10T05:12:28.556Z,"22 km ENE of San Vicente, Mexico",earthquake,,,,,reviewed,ecx,us
2010-10-20T03:39:28.950Z,24.722,-108.892,10,4.9,mwc,146,91.2,,1.4,us,usp000hnah,2016-11-10T02:34:57.250Z,"84 km SSW of El Progreso, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-10-13T14:06:30.000Z,35.192,-97.32,13,4.4,mwc,152,26.9,,,us,usp000hn24,2020-07-08T02:28:05.307Z,"8 km NE of Noble, Oklahoma",earthquake,,,,,reviewed,tul,gcmt
2010-10-12T03:00:34.230Z,32.1581667,-115.2898333,5.535,4.27,ml,12,250,0.2609,0.19,ci,ci14858988,2020-05-02T02:40:09.901Z,"14km SW of Alberto Oviedo Mota, B.C., MX",earthquake,1.76,20.35,0.17,177,reviewed,ci,ci
2010-10-11T13:33:40.190Z,35.3038333,-92.3166667,4.94,4.1,mw,19,78,0.02651,0.24,nm,nm607604,2016-04-08T15:01:00.996Z,"2 km SE of Guy, Arkansas",earthquake,0.6,0.6,1.369,6,reviewed,nm,nm
2010-10-08T11:45:20.200Z,31.248,-115.637,5,4,mb,83,157.4,,,us,usp000hmtz,2016-03-10T08:11:57.223Z,"57 km ENE of Licenciado Gustavo Díaz Ordaz, Mexico",earthquake,,,,13,reviewed,ecx,us
2010-10-05T21:22:46.460Z,37.1392,-117.3779,6.5,4.1,ml,20,112.9,0.186,0.1345,nn,nn00318065,2020-06-27T07:34:03.265Z,"60 km WNW of Beatty, Nevada",earthquake,,1.6,0.18,7,reviewed,nn,nn
2010-10-05T15:15:27.670Z,40.9511667,-124.8036667,23.55,4.39,mw,95,219,0.5937,0.27,nc,nc71464510,2020-05-02T02:39:28.321Z,"54 km WNW of Samoa, California",earthquake,1.12,9.89,,4,reviewed,nc,nc
2010-09-30T08:37:35.971Z,37.1398,-117.3805,6.5,4.3,ml,20,112.92,0.187,0.165,nn,nn00429638,2018-06-13T20:59:25.990Z,"60 km WNW of Beatty, Nevada",earthquake,,2.5,0.51,6,reviewed,nn,nn
2010-09-29T10:43:55.550Z,25.569,-110.182,10,4.2,mb,65,72.6,,1.09,us,usp000hmb5,2014-11-07T01:42:31.706Z,"89 km WSW of Campo Pesquero el Colorado, Mexico",earthquake,,,,34,reviewed,us,us
2010-09-29T08:19:57.300Z,31.232,-115.63,5,4,md,9,178.3,,,us,usp000hmb1,2016-03-10T20:38:04.298Z,"57 km ENE of Licenciado Gustavo Díaz Ordaz, Mexico",earthquake,,,,,reviewed,ecx,unm
2010-09-25T16:49:26.300Z,31.23,-115.648,11.4,4.1,mb,59,182.1,,,us,usp000hm5y,2020-05-06T09:25:11.331Z,"56 km ENE of Licenciado Gustavo Díaz Ordaz, Mexico",earthquake,,,,9,reviewed,ecx,us
2010-09-25T16:47:38.500Z,31.244,-115.652,7,4.2,ml,23,180.3,,,us,usp000hm5x,2016-03-10T03:41:32.546Z,"56 km ENE of Licenciado Gustavo Díaz Ordaz, Mexico",earthquake,,,,,reviewed,ecx,ecx
2010-09-22T07:18:23.600Z,31.187,-115.653,5,4.3,mb,89,179.5,,,us,usp000hm1z,2020-07-22T20:27:58.289Z,"53 km ENE of Licenciado Gustavo Díaz Ordaz, Mexico",earthquake,,,,19,reviewed,ecx,us
2010-09-20T00:30:02.400Z,32.0261667,-115.1083333,9.939,4.75,mw,9,272,0.4261,0.22,ci,ci14844244,2020-05-02T02:39:12.390Z,"21km SSW of Estacion Coahuila, B.C., MX",earthquake,4.9,31.61,,0,reviewed,ci,ci
2010-09-17T08:37:00.650Z,29.546,-114.106,10,4,mb,62,236.5,,1.36,us,usp000hkue,2014-11-07T01:42:28.586Z,"128 km NNW of San Luis, Mexico",earthquake,,,,18,reviewed,us,us
2010-09-15T08:21:32.070Z,29.674,-114.187,10,4.2,mb,62,176.7,,1.09,us,usp000hkrh,2014-11-07T01:42:27.973Z,"143 km NNW of San Luis, Mexico",earthquake,,,,26,reviewed,us,us
2010-09-15T08:13:44.040Z,29.713,-114.15,10,4.4,mb,83,180,,1.23,us,usp000hkrg,2014-11-07T01:42:27.965Z,"142 km W of La Libertad, Mexico",earthquake,,,,33,reviewed,us,us
2010-09-15T07:50:07.130Z,29.787,-114.141,10,5.3,mwc,270,78.1,,1.47,us,usp000hkrd,2016-11-10T02:33:10.619Z,"140 km W of La Libertad, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-09-15T06:46:11.890Z,29.811,-114.235,10,4.3,mb,105,110.7,,1.52,us,usp000hkr9,2014-11-07T01:42:27.915Z,"146 km E of El Rosario de Arriba, Mexico",earthquake,,,,43,reviewed,us,us
2010-09-15T06:09:53.380Z,32.1646667,-115.2466667,13.745,4.48,mw,11,255,0.2589,0.2,ci,ci10798845,2020-05-02T02:38:50.648Z,"10km SW of Alberto Oviedo Mota, B.C., MX",earthquake,2.7,1.39,,6,reviewed,ci,ci
2010-09-14T10:52:18.000Z,32.0485,-115.1981667,9.939,4.96,mw,12,263,0.3808,0.21,ci,ci10798005,2020-07-07T22:03:07.617Z,"20km S of Alberto Oviedo Mota, B.C., MX",earthquake,1.95,31.61,,0,reviewed,ci,ci
2010-09-12T20:09:45.300Z,43.123,-110.704,5,4,mwr,52,57.1,,0.84,us,usp000hkmq,2015-03-24T01:45:06.338Z,"18 km SSE of Hoback, Wyoming",earthquake,,,,,reviewed,us,us
2010-09-12T00:11:39.860Z,24.648,-109.383,10,4.3,mb,64,150.7,,1.2,us,usp000hkkm,2014-11-07T01:42:26.559Z,"108 km ENE of La Paz, Mexico",earthquake,,,,59,reviewed,us,us
2010-09-08T03:58:08.450Z,30.435,-113.63,10,4,mb,39,216.8,,1.4,us,usp000hkeh,2014-11-07T01:42:25.157Z,"96 km WSW of Plutarco Elías Calles (La Y Griega), Mexico",earthquake,,,,5,reviewed,us,us
2010-09-06T08:20:47.890Z,25.026,-112.781,10,4,mb,18,210.5,,1,us,usp000hkb3,2014-11-07T01:42:24.457Z,"69 km WSW of Puerto Adolfo Lopez Mateos, Mexico",earthquake,,,,4,reviewed,us,us
2010-08-29T15:53:43.420Z,32.1803333,-115.293,9.955,4.28,ml,12,247,0.2387,0.22,ci,ci10788765,2020-05-02T02:38:32.473Z,"13km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,2.41,31.61,0.189,349,reviewed,ci,ci
2010-08-24T21:43:39.960Z,32.3633333,-115.411,9.966,4.22,ml,15,223,0.3903,0.3,ci,ci10785477,2020-05-02T02:38:10.998Z,"20km W of Delta, B.C., MX",earthquake,1.57,31.61,0.19,344,reviewed,ci,ci
2010-08-17T02:49:55.800Z,43.593,-110.344,5,4.1,mwr,102,17.9,,1.33,us,usp000hjav,2015-03-24T01:11:21.947Z,"22 km E of Kelly, Wyoming",earthquake,,,,,reviewed,us,us
2010-08-06T17:39:31.670Z,33.979,-116.4431667,7.177,4.05,ml,94,25,0.04774,0.18,ci,ci10771621,2020-05-02T02:37:29.967Z,"6km ENE of Desert Hot Springs, CA",earthquake,0.18,0.72,0.17,430,reviewed,ci,ci
2010-08-05T14:59:29.000Z,43.645,-110.383,5,4.2,mwr,80,32.2,,1.13,us,usp000hhkt,2015-03-24T01:41:32.580Z,"19 km E of Kelly, Wyoming",earthquake,,,,,reviewed,us,us
2010-08-05T00:04:17.860Z,43.596,-110.391,5,4.8,mwr,120,24.6,,0.97,us,usp000hhj8,2015-03-24T01:38:53.208Z,"19 km E of Kelly, Wyoming",earthquake,,,,,reviewed,us,us
2010-08-03T21:48:50.340Z,24.806,-109.437,10,4,mb,38,109.1,,1.01,us,usp000hhf0,2014-11-07T01:42:09.767Z,"96 km SSW of Topolobampo, Mexico",earthquake,,,,27,reviewed,us,us
2010-07-30T11:13:46.792Z,38.622,-118.2112,11.1,4.1,ml,19,133.71,0.243,0.097,nn,nn00314505,2020-07-22T20:22:53.735Z,"27 km NNW of Mina, Nevada",earthquake,,1.6,0.09,2,reviewed,nn,nn
2010-07-20T21:48:30.301Z,40.0581,-119.636,12.7,4.2,ml,29,154.01,0.147,0.1093,nn,nn00314044,2020-05-02T02:36:47.432Z,"12 km NNW of Sutcliffe, Nevada",earthquake,,0.9,0.19,3,reviewed,nn,nn
2010-07-07T23:53:33.480Z,33.4173333,-116.4746667,12.318,5.42,mw,112,19,0.09786,0.23,ci,ci10736069,2021-02-12T06:42:11.819Z,"20km NNW of Borrego Springs, CA",earthquake,0.16,0.35,,7,reviewed,ci,ci
2010-07-06T16:38:05.230Z,32.218,-115.3461667,1.464,4.27,ml,13,243,0.2039,0.23,ci,ci14776012,2016-03-10T03:29:35.703Z,"17km W of Alberto Oviedo Mota, B.C., MX",earthquake,1.25,1.72,0.139,381,reviewed,ci,ci
2010-07-05T09:30:35.450Z,31.715,-114.9873333,8.486,4.36,ml,3,317,0.7524,0.57,ci,ci14774940,2016-03-10T03:29:26.912Z,"53km S of Estacion Coahuila, B.C., MX",earthquake,7,31.61,0.159,300,reviewed,ci,ci
2010-06-25T23:23:15.700Z,31.256,-115.65,8.3,4.4,ml,61,178,,,us,usp000hehr,2020-05-06T09:24:27.170Z,"57 km E of San Vicente, Mexico",earthquake,,,,,reviewed,ecx,pas
2010-06-25T06:37:52.800Z,32.6188333,-115.7946667,6.413,4.17,ml,36,133,0.06515,0.31,ci,ci10724149,2020-05-02T02:36:30.929Z,"20km WNW of Progreso, B.C., MX",earthquake,0.59,2.95,0.142,347,reviewed,ci,ci
2010-06-23T17:41:42.700Z,45.8835,-75.475,18.89,5.35,ml,56,82,,0.28,ld,ld2010062300,2021-10-21T17:08:19.998Z,"29 km NNE of Val-des-Monts, Canada",earthquake,0.25,0.31,0.2,,reviewed,ld,ld
2010-06-17T14:23:24.520Z,46.1088333,-120.743,2.609,4.2,md,66,36,0.1596,0.2,uw,uw10803078,2017-04-02T00:41:28.727Z,"30 km S of White Swan, Washington",earthquake,0.21,0.42,0.04,26,reviewed,uw,uw
2010-06-17T09:05:38.190Z,32.0748333,-115.004,9.934,4.13,ml,8,269,0.428,0.4,ci,ci10160722,2016-03-10T07:56:00.925Z,"13km S of Estacion Coahuila, B.C., MX",earthquake,6.05,31.61,0.201,351,reviewed,ci,ci
2010-06-17T06:57:47.660Z,31.285,-115.63,6,4.1,mb,80,170.2,,,us,usp000he6g,2020-05-06T09:24:04.390Z,"58 km E of San Vicente, Mexico",earthquake,,,,9,reviewed,pas,us
2010-06-16T22:33:02.170Z,31.1893333,-115.7533333,2.605,4.08,ml,5,207,0.2853,0.52,ci,ci10181570,2016-03-10T18:33:04.197Z,"97km SE of Maneadero, B.C., MX",earthquake,10.12,5.49,0.078,15,reviewed,ci,ci
2010-06-16T22:32:07.000Z,31.248,-115.634,7.8,4.2,mb,85,178.2,,,us,usp000he5z,2020-07-22T20:27:28.605Z,"58 km ENE of Licenciado Gustavo Díaz Ordaz, Mexico",earthquake,,,,8,reviewed,ecx,us
2010-06-15T08:14:47.020Z,32.688,-115.9108333,3.536,4.15,ml,63,77,0.04178,0.3,ci,ci14747396,2018-06-20T16:19:08.580Z,"9km SE of Ocotillo, CA",earthquake,0.33,0.57,0.177,415,reviewed,ci,ci
2010-06-15T05:34:16.830Z,32.7088333,-115.9563333,5.328,4.35,ml,62,120,0.1246,0.28,ci,ci14746172,2020-05-02T02:36:06.118Z,"4km SE of Ocotillo, CA",earthquake,0.44,31.61,0.174,418,reviewed,ci,ci
2010-06-15T04:59:45.530Z,32.6995,-115.95,10.519,4.39,mw,60,121,0.1264,0.33,ci,ci14745932,2018-07-10T19:16:24.861Z,"6km SE of Ocotillo, CA",earthquake,0.48,1.26,,6,reviewed,ci,ci
2010-06-15T04:36:07.550Z,32.6996667,-115.9115,7.411,4.1,ml,38,121,0.1577,0.21,ci,ci14745636,2016-03-10T12:18:27.331Z,"9km ESE of Ocotillo, CA",earthquake,0.52,1.17,0.181,101,reviewed,ci,ci
2010-06-15T04:26:58.240Z,32.705,-115.9113333,8.756,5.71,mw,45,71,0.05832,0.2,ci,ci14745580,2020-07-07T22:07:16.775Z,"8km ESE of Ocotillo, CA",earthquake,0.41,0.83,,6,reviewed,ci,ci
2010-06-14T07:02:27.440Z,32.2345,-115.3095,9.993,4.46,mw,16,240,0.4131,0.13,ci,ci10703133,2020-05-02T02:35:43.537Z,"13km W of Alberto Oviedo Mota, B.C., MX",earthquake,1.82,31.61,,6,reviewed,ci,ci
2010-06-13T03:09:20.360Z,33.392,-116.3946667,4.196,4.23,ml,27,82,0.1249,0.32,ci,ci10701413,2016-03-10T12:17:53.816Z,"15km N of Borrego Springs, CA",earthquake,0.5,27.33,0.12,57,reviewed,ci,ci
2010-06-13T03:08:57.090Z,33.3833333,-116.4158333,11.156,4.45,mw,85,19,0.1148,0.26,ci,ci10701405,2020-05-02T02:35:24.153Z,"15km NNW of Borrego Springs, CA",earthquake,0.22,0.6,,5,reviewed,ci,ci
2010-06-12T15:29:25.436Z,37.4531,-117.5215,5.3,4.4,ml,27,87.25,0.475,0.1332,nn,nn00312414,2020-05-02T02:34:58.797Z,"California-Nevada border region",earthquake,,2,0.28,9,reviewed,nn,nn
2010-06-11T20:51:11.790Z,32.405,-115.1896667,14.977,4.27,mw,19,215,0.3153,0.22,ci,ci10700429,2016-03-10T01:51:41.570Z,"6km N of Delta, B.C., MX",earthquake,1.36,22.29,,6,reviewed,ci,ci
2010-06-10T22:07:14.120Z,32.1146667,-115.0905,14.944,4.14,ml,13,264,0.3541,0.26,ci,ci10699845,2016-03-10T23:35:23.180Z,"12km SW of Estacion Coahuila, B.C., MX",earthquake,3.5,31.61,0.198,141,reviewed,ci,ci
2010-06-03T18:10:03.780Z,32.7006667,-115.907,7.635,4.09,ml,40,69,0.02061,0.17,ci,ci14733516,2020-05-02T02:34:33.540Z,"9km ESE of Ocotillo, CA",earthquake,0.37,0.83,0.141,189,reviewed,ci,ci
2010-06-02T16:07:49.610Z,32.1805,-115.1955,14.939,4.02,mw,16,248,0.2557,0.2,ci,ci14732212,2020-05-02T02:34:06.428Z,"6km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,2.95,20.98,,6,reviewed,ci,ci
2010-05-31T21:58:19.170Z,32.524,-104.607,5,4,ml,16,83.8,,1.09,us,usp000hdec,2014-11-07T01:41:34.416Z,"33 km SSE of Hope, New Mexico",earthquake,,,,,reviewed,us,us
2010-05-27T20:28:27.890Z,32.2503333,-115.2881667,14.258,4.34,mw,20,239,0.1693,0.16,ci,ci14725676,2020-05-02T02:33:45.307Z,"11km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,1.05,1.27,,5,reviewed,ci,ci
2010-05-26T19:39:29.120Z,25.498,-109.829,10,4.8,mwc,26,128.3,,1.24,us,usp000hd75,2016-11-10T02:28:43.094Z,"59 km WSW of Campo Pesquero el Colorado, Mexico",earthquake,,,,,reviewed,us,gcmt
2010-05-26T03:57:29.270Z,32.2035,-117.604,16.786,4.22,ml,11,233,0.6981,0.21,ci,ci14723540,2020-05-02T02:33:23.664Z,"56km WSW of Rosarito, B.C., MX",earthquake,1.07,31.61,0.128,429,reviewed,ci,ci
2010-05-24T05:21:07.140Z,32.669,-115.8223333,10.535,4.15,ml,46,69,0.01707,0.19,ci,ci14720724,2020-05-02T02:33:03.240Z,"18km ESE of Ocotillo, CA",earthquake,0.32,0.55,0.167,162,reviewed,ci,ci
2010-05-22T17:33:17.900Z,32.6243333,-115.7683333,7.493,4.6,mw,32,131,0.04329,0.14,ci,ci14718764,2020-05-02T02:32:44.610Z,"18km WNW of Progreso, B.C., MX",earthquake,0.56,0.76,,6,reviewed,ci,ci
2010-05-22T17:30:58.170Z,32.6168333,-115.7563333,8.073,4.9,mw,38,132,0.0411,0.17,ci,ci14718756,2020-07-07T22:07:01.376Z,"17km WNW of Progreso, B.C., MX",earthquake,0.54,0.69,,0,reviewed,ci,ci
2010-05-22T04:53:18.630Z,32.7156667,-115.9476667,9.019,4.03,ml,35,75,0.02888,0.17,ci,ci14718212,2016-03-10T00:19:04.260Z,"5km ESE of Ocotillo, CA",earthquake,0.3,0.58,0.18,195,reviewed,ci,ci
2010-05-20T09:26:25.860Z,32.6771667,-115.8558333,5.745,4.15,mw,37,109,0.03616,0.15,ci,ci14715540,2020-05-02T02:32:24.399Z,"14km ESE of Ocotillo, CA",earthquake,0.37,1.24,,5,reviewed,ci,ci
2010-05-19T14:39:26.430Z,32.6453333,-115.7415,5.195,4.04,ml,37,127,0.01336,0.19,ci,ci10673037,2020-05-02T02:32:03.716Z,"16km WNW of Progreso, B.C., MX",earthquake,0.51,1.01,0.175,192,reviewed,ci,ci
2010-05-19T00:38:59.780Z,32.6601667,-115.8253333,8.913,4.53,mw,32,80,0.008128,0.18,ci,ci10671989,2020-05-02T02:31:39.743Z,"18km ESE of Ocotillo, CA",earthquake,0.55,0.61,,0,reviewed,ci,ci
2010-05-15T08:45:29.370Z,32.1913333,-115.246,15.869,4.05,ml,19,252,0.1817,0.18,ci,ci10667021,2016-03-10T03:15:58.577Z,"8km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,1.37,1.69,0.167,180,reviewed,ci,ci
2010-05-15T08:38:54.720Z,32.2078333,-115.2625,16.249,4.29,mw,17,250,0.1839,0.16,ci,ci10667013,2020-05-02T02:31:15.497Z,"9km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,1.57,1.76,,6,reviewed,ci,ci
2010-05-11T23:08:28.010Z,27.763,-115.23,10,4.5,mb,96,91.6,,1.16,us,usp000hcn8,2014-11-07T01:41:28.820Z,"33 km WNW of Bahía Tortugas, Mexico",earthquake,,,,48,reviewed,us,us
2010-05-09T10:42:52.970Z,27.674,-115.191,10,4.8,mb,271,127.8,,1.25,us,usp000hcht,2015-03-24T02:30:49.434Z,"29 km W of Bahía Tortugas, Mexico",earthquake,,,,122,reviewed,us,us
2010-05-09T03:33:43.970Z,32.6726667,-115.8121667,6.363,4.05,ml,52,88,0.02324,0.21,ci,ci10658421,2020-05-02T02:30:49.979Z,"18km ESE of Ocotillo, CA",earthquake,0.32,0.67,0.135,207,reviewed,ci,ci
2010-05-08T19:23:06.270Z,35.0081667,-119.2678333,16.276,4.27,ml,56,29,0.05968,0.19,ci,ci10657701,2020-05-02T02:30:25.179Z,"13km ESE of Maricopa, CA",earthquake,0.26,0.57,0.161,215,reviewed,ci,ci
2010-05-08T18:46:27.460Z,32.6755,-115.8101667,2.383,4.69,mw,43,88,0.02652,0.18,ci,ci10657549,2020-05-02T02:30:06.855Z,"18km ESE of Ocotillo, CA",earthquake,0.32,0.52,,6,reviewed,ci,ci
2010-05-08T18:33:10.750Z,32.6815,-115.7971667,5.955,4.8,mw,54,97,0.02883,0.24,ci,ci10657533,2020-05-02T02:29:43.369Z,"19km ESE of Ocotillo, CA",earthquake,0.37,31.61,,0,reviewed,ci,ci
2010-05-06T09:01:41.100Z,32.7091667,-115.8763333,2.918,4.23,ml,45,40,0.01991,0.23,ci,ci14695916,2020-05-02T02:29:20.825Z,"11km ESE of Ocotillo, CA",earthquake,0.3,0.52,0.148,205,reviewed,ci,ci
2010-05-04T13:05:33.010Z,31.9023333,-115.0241667,9.246,4,ml,11,285,0.4017,0.21,ci,ci14692972,2016-03-10T06:18:42.732Z,"32km S of Estacion Coahuila, B.C., MX",earthquake,1.67,31.61,0.171,147,reviewed,ci,ci
2010-05-04T11:26:32.050Z,32.2636667,-115.2866667,14.059,4.68,ml,21,224,0.1562,0.26,ci,ci14692836,2020-05-02T02:28:57.766Z,"12km WNW of Alberto Oviedo Mota, B.C., MX",earthquake,1.56,1.04,0.156,193,reviewed,ci,ci
2010-05-03T04:55:21.250Z,28.13,-112.233,10,4,mb,84,81.3,,1.38,us,usp000hc8j,2014-11-07T01:41:25.855Z,"81 km SSW of Bahía de Kino, Mexico",earthquake,,,,30,reviewed,us,us
2010-05-01T07:23:02.800Z,27.75,-106.834,2,4.3,md,24,74.3,,,us,usp000hc58,2014-11-07T01:41:23.974Z,"22 km SW of San Francisco de Borja, Mexico",earthquake,,,,,reviewed,unm,unm
2010-04-29T17:51:15.810Z,32.6125,-115.7673333,6.085,4.03,mw,46,164,0.03587,0.17,ci,ci14686028,2020-05-02T02:28:40.016Z,"18km WNW of Progreso, B.C., MX",earthquake,0.38,0.43,,5,reviewed,ci,ci
2010-04-29T02:30:37.390Z,31.6045,-114.7331667,7.195,4.1,ml,5,220,0.7549,0.16,ci,ci14685380,2016-03-10T20:01:55.979Z,"70km SSE of Estacion Coahuila, B.C., MX",earthquake,1.62,31.61,0.151,161,reviewed,ci,ci
2010-04-27T10:55:35.720Z,32.6921667,-115.8465,3.278,4.58,mw,43,56,0.02767,0.23,ci,ci14682004,2020-05-02T02:28:21.546Z,"14km ESE of Ocotillo, CA",earthquake,0.3,0.46,,6,reviewed,ci,ci
2010-04-24T23:13:18.200Z,28.806,-108.302,20,4.3,mb,89,52.4,,,us,usp000hbv8,2014-11-07T01:41:19.066Z,"45 km SSW of Madera, Mexico",earthquake,,,,12,reviewed,unm,us
2010-04-22T17:12:13.050Z,32.6595,-115.8075,5.315,4.63,ml,40,125,0.0165,0.21,ci,ci10629477,2020-05-02T02:28:02.410Z,"19km ESE of Ocotillo, CA",earthquake,0.41,0.34,0.133,408,reviewed,ci,ci
2010-04-22T14:22:03.390Z,32.6703333,-115.8073333,4.945,4.21,mw,37,100,0.02354,0.21,ci,ci10629213,2020-05-02T02:27:43.579Z,"19km ESE of Ocotillo, CA",earthquake,0.4,0.3,,6,reviewed,ci,ci
2010-04-21T10:37:14.570Z,32.5258333,-115.6181667,12.993,4.15,ml,40,142,0.1533,0.14,ci,ci10627653,2020-05-02T02:27:25.525Z,"7km SSW of Progreso, B.C., MX",earthquake,0.61,0.88,0.144,190,reviewed,ci,ci
2010-04-19T04:26:08.310Z,32.6953333,-115.8426667,9.05,4.21,ml,53,52,0.02585,0.18,ci,ci10622405,2020-05-02T02:27:07.286Z,"15km ESE of Ocotillo, CA",earthquake,0.27,0.4,0.161,199,reviewed,ci,ci
2010-04-17T16:09:54.080Z,32.3096667,-115.3425,8.971,4.12,mw,22,209,0.114,0.21,ci,ci10618341,2020-05-02T02:26:49.321Z,"15km WSW of Delta, B.C., MX",earthquake,1.15,1.29,,5,reviewed,ci,ci
2010-04-16T15:44:29.860Z,32.2963333,-115.346,9.432,4,mw,17,218,0.2284,0.12,ci,ci10615725,2016-03-10T07:36:21.948Z,"16km WSW of Delta, B.C., MX",earthquake,1.51,15.77,,5,reviewed,ci,ci
2010-04-15T23:59:39.260Z,41.7133333,-111.094,10.16,4.89,ml,29,88,0.2638,0.21,uu,uu50407595,2019-05-14T15:46:06.802Z,"9 km NE of Randolph, Utah",earthquake,0.52,1.26,,22,reviewed,uu,uu
2010-04-15T23:59:38.000Z,41.703,-111.09,7.9,4.6,mwc,357,10.4,,,us,usp000hbfd,2016-11-10T02:27:09.570Z,"8 km ENE of Randolph, Utah",earthquake,,,,,reviewed,slc,gcmt
2010-04-15T10:20:46.910Z,32.096,-115.0111667,16.603,4.73,mw,7,311,0.2135,0.08,ci,ci10612285,2020-05-02T02:26:27.049Z,"11km S of Estacion Coahuila, B.C., MX",earthquake,2.62,1.51,,6,reviewed,ci,ci
2010-04-15T09:21:37.780Z,32.0338333,-115.057,9.386,4.38,ml,11,273,,0.13,ci,ci31829759,2016-03-10T12:00:15.055Z,"18km SSW of Estacion Coahuila, B.C., MX",earthquake,2.42,1.06,0.136,127,reviewed,ci,ci
2010-04-15T09:20:37.380Z,32.0251667,-115.0638333,17.92,4.38,mw,15,272,,0.29,ci,ci10612165,2020-05-02T02:26:05.123Z,"20km SSW of Estacion Coahuila, B.C., MX",earthquake,2.88,1.61,,6,reviewed,ci,ci
2010-04-14T22:34:54.360Z,32.1901667,-115.1923333,13.979,4.37,ml,18,252,0.1492,0.22,ci,ci10610941,2016-03-10T09:02:43.797Z,"5km SSW of Alberto Oviedo Mota, B.C., MX",earthquake,1.36,31.61,0.212,181,reviewed,ci,ci
2010-04-14T10:40:23.210Z,24.977,-109.432,10,4.3,mb,32,168.7,,1.42,us,usp000hbch,2014-11-07T01:41:16.219Z,"78 km SSW of Topolobampo, Mexico",earthquake,,,,26,reviewed,us,us
2010-04-11T16:42:04.040Z,32.3326667,-115.318,17.552,4.36,mw,21,199,0.2067,0.14,ci,ci10602453,2020-05-02T02:25:44.046Z,"12km WSW of Delta, B.C., MX",earthquake,0.92,2.44,,6,reviewed,ci,ci
2010-04-10T09:12:28.030Z,32.6753333,-115.7581667,9.715,4.5,mw,45,55,0.00853,0.2,ci,ci10597061,2020-05-02T02:25:25.798Z,"20km WNW of Progreso, B.C., MX",earthquake,0.35,0.52,,0,reviewed,ci,ci
2010-04-09T23:05:42.000Z,32.1818333,-115.245,12.267,4.7,mw,21,247,0.187,0.16,ci,ci10595133,2020-07-07T22:02:37.768Z,"9km SW of Alberto Oviedo Mota, B.C., MX",earthquake,1.16,1.37,,0,reviewed,ci,ci
2010-04-09T20:53:26.560Z,32.308,-115.3591667,9.432,4.08,ml,29,209,0.2395,0.24,ci,ci10594757,2020-05-02T02:24:43.732Z,"16km WSW of Delta, B.C., MX",earthquake,1.17,31.61,0.174,196,reviewed,ci,ci
2010-04-09T05:32:14.470Z,32.176,-115.3063333,14.427,4.4,ml,18,248,0.2323,0.24,ci,ci10591725,2020-06-27T07:32:31.876Z,"14km WSW of Alberto Oviedo Mota, B.C., MX",earthquake,1.66,31.61,0.177,196,reviewed,ci,ci
2010-04-09T00:19:01.070Z,32.2828333,-115.3976667,9.438,4.05,ml,18,218,0.2728,0.23,ci,ci10590725,2016-03-10T11:54:02.790Z,"21km WSW of Delta, B.C., MX",earthquake,0.99,31.61,0.155,187,reviewed,ci,ci
2010-04-08T16:44:25.010Z,32.1646667,-115.2683333,9.985,5.29,mw,20,249,0.4901,0.2,ci,ci10589037,2020-05-02T02:23:57.804Z,"12km SW of Alberto Oviedo Mota, B.C., MX",earthquake,1.52,31.61,,6,reviewed,ci,ci
2010-04-08T15:44:58.950Z,32.61,-115.7611667,7.755,4.42,ml,42,186,0.03814,0.18,ci,ci10588789,2020-05-02T02:23:31.829Z,"17km WNW of Progreso, B.C., MX",earthquake,0.54,0.45,0.159,206,reviewed,ci,ci
2010-04-08T02:47:57.030Z,32.6855,-115.7635,3.99,4.23,mw,45,93,0.01576,0.23,ci,ci10585381,2020-05-02T02:23:13.060Z,"20km NW of Progreso, B.C., MX",earthquake,0.39,0.53,,6,reviewed,ci,ci
2010-04-08T00:25:37.920Z,32.2156667,-115.2586667,9.985,4.01,mw,17,243,0.445,0.18,ci,ci10584821,2020-05-02T02:22:54.682Z,"8km W of Alberto Oviedo Mota, B.C., MX",earthquake,1.46,31.61,,4,reviewed,ci,ci
2010-04-07T21:00:45.380Z,32.3156667,-115.2588333,14.994,4.3,ml,12,233,0.4815,0.23,ci,ci10204370,2016-03-10T08:55:17.962Z,"8km SW of Delta, B.C., MX",earthquake,2.11,31.61,0.209,185,reviewed,ci,ci
2010-04-07T06:36:26.750Z,31.9896667,-115.1001667,9.977,4.47,ml,11,275,0.7051,0.2,ci,ci14624220,2020-05-02T02:22:32.658Z,"24km SSW of Estacion Coahuila, B.C., MX",earthquake,3.86,31.61,0.17,183,reviewed,ci,ci
2010-04-07T05:21:41.570Z,32.7116667,-115.8923333,7.263,4.28,ml,18,132,0.03682,0.21,ci,ci30461759,2016-03-10T13:21:05.226Z,"10km ESE of Ocotillo, CA",earthquake,0.81,1.3,0.121,70,reviewed,ci,ci
